,Stem,Score,sType,TF,wTF,wTFref
type,type,1.3663832281009511,raw,20,0.0016377333770062235,0.0004176673279732693
types,type,1.217963222982678,raw,10,0.0008188666885031117,0.00024224705022449618
typically,typic,3.729592942911432,raw,17,0.0013920733704552899,3.3413386237861545e-05
umpire,umpir,,noref,4,0.00032754667540124465,
underground,underground,1.8231416305966661,raw,3,0.0002456600065509335,3.9678396157460584e-05
undertaken,undertaken,2.388034475632933,raw,5,0.00040943334425155587,3.759005951759423e-05
union,union,-0.4364260773136889,raw,3,0.0002456600065509335,0.00038007726845567505
united,unit,1.2752138409626579,raw,44,0.0036030134294136916,0.001006578260415579
universe,univers,0.792582805173572,raw,4,0.00032754667540124465,0.0001482719014305106
unknown,unknown,1.205115080504829,raw,4,0.00032754667540124465,9.815182207371828e-05
unlike,unlik,1.8772088518669419,raw,7,0.0005732066819521781,8.771013887438654e-05
unscripted,unscript,,noref,3,0.0002456600065509335,
unsourced,unsourc,,noref,6,0.000491320013101867,
unwto,unwto,,noref,4,0.00032754667540124465,
upon,upon,-0.5896792924183801,raw,7,0.0005732066819521781,0.0010337266367338414
upper,upper,1.001740114513042,raw,5,0.00040943334425155587,0.00015036023807037693
urban,urban,2.7645120468678446,raw,17,0.0013920733704552899,8.771013887438654e-05
us,us,-0.20668704016227435,raw,14,0.0011464133639043563,0.0014096272319097838
usage,usag,2.128523280147848,raw,3,0.0002456600065509335,2.923671295812885e-05
use,use,0.8980702163331232,raw,37,0.003029806747461513,0.0012342069541610107
used,use,1.0825127584124965,raw,46,0.0037667867671143137,0.0012759736869583378
uses,use,2.4246442212454937,raw,17,0.0013920733704552899,0.00012321186175211443
using,use,1.090129851472793,raw,11,0.0009007533573534229,0.0003028088127806202
usually,usual,2.366443843040565,raw,56,0.004585653455617425,0.00043019734781246736
utopia,utopia,1.5895267794151609,raw,3,0.0002456600065509335,5.012007935679232e-05
utopian,utopian,2.5703560324268873,raw,7,0.0005732066819521781,4.385506943719327e-05
utopias,utopia,1.5895267794151609,stem,3,0.0002456600065509335,5.012007935679232e-05
value,valu,-0.24305468433314922,raw,4,0.00032754667540124465,0.0004176673279732693
variety,varieti,1.9989057868444615,raw,16,0.0013101867016049786,0.00017750861438863946
various,variou,0.9306127704974579,raw,13,0.0010645266950540452,0.00041975566461313564
vasco,vasco,,noref,3,0.0002456600065509335,
vehicles,vehicl,0.7972886962109847,raw,3,0.0002456600065509335,0.00011068184191291636
venues,venu,2.657367409416517,stem,4,0.00032754667540124465,2.297170303852981e-05
verification,verif,3.381286248643216,raw,3,0.0002456600065509335,8.353346559465386e-06
via,via,1.4072052226212064,raw,5,0.00040943334425155587,0.00010024015871358464
victims,victim,2.3339672543626566,raw,5,0.00040943334425155587,3.9678396157460584e-05
victoria,victoria,2.6881390680832706,raw,3,0.0002456600065509335,1.6706693118930773e-05
victory,victori,0.6567067455897955,raw,3,0.0002456600065509335,0.00012738853503184712
video,video,2.5413629052306073,noref,25,0.002047166721257779,
view,view,0.0526595598158961,raw,5,0.00040943334425155587,0.0003884306150151404
viewer,viewer,3.381286248643216,raw,3,0.0002456600065509335,8.353346559465386e-06
viewers,viewer,3.668968321094997,raw,3,0.0002456600065509335,6.26500991959904e-06
views,view,1.1234370494905617,raw,4,0.00032754667540124465,0.00010650516863318367
viking,vike,4.179793944860988,stem,5,0.00040943334425155587,6.26500991959904e-06
violence,violenc,2.1429120175999476,raw,10,0.0008188666885031117,9.606348543385193e-05
violent,violent,1.2710730482966262,raw,3,0.0002456600065509335,6.891510911558943e-05
virtual,virtual,3.1581426973290063,raw,3,0.0002456600065509335,1.0441683199331732e-05
visited,visit,2.034837796070525,raw,8,0.0006550933508024893,8.56218022345202e-05
visiting,visit,1.4717437437587775,raw,4,0.00032754667540124465,7.518011903518847e-05
visitors,visitor,1.1840616713069967,raw,3,0.0002456600065509335,7.518011903518847e-05
visits,visit,2.2220493381586714,raw,4,0.00032754667540124465,3.550172287772789e-05
visual,visual,1.589526779415161,raw,5,0.00040943334425155587,8.353346559465386e-05
volume,volum,-0.13769416867532297,raw,3,0.0002456600065509335,0.00028192544638195677
voluntary,voluntari,1.6765381564047908,raw,3,0.0002456600065509335,4.594340607705962e-05
volunteer,volunt,3.5511852854386134,raw,8,0.0006550933508024893,1.8795029758797117e-05
voyage,voyag,2.2220493381586714,raw,4,0.00032754667540124465,3.550172287772789e-05
voyages,voyag,2.781665126094094,stem,7,0.0005732066819521781,3.550172287772789e-05
wandering,wander,2.8216704607077934,raw,3,0.0002456600065509335,1.4618356479064425e-05
war,war,0.16814109848400027,raw,14,0.0011464133639043563,0.0009689882008979847
wars,war,1.5094840717416245,raw,3,0.0002456600065509335,5.4296752636525006e-05
water,water,-1.3304936724031338,raw,3,0.0002456600065509335,0.0009293098047405241
way,way,0.15356080849803272,raw,27,0.0022109400589584017,0.0018962096689986426
ways,way,-0.08444965415651073,raw,3,0.0002456600065509335,0.00026730708990289236
wealthy,wealthi,2.9758211405350514,raw,6,0.000491320013101867,2.506003967839616e-05
week,week,-0.33836486413747396,raw,5,0.00040943334425155587,0.0005742925759632453
weird,weird,3.3122933771562644,raw,7,0.0005732066819521781,2.0883366398663464e-05
west,west,0.15529295600615103,raw,7,0.0005732066819521781,0.0004907591103685914
western,western,2.081191905442076,raw,28,0.0022928267278087126,0.00028610211966168946
whether,whether,0.2102010876113637,raw,9,0.0007369800196528005,0.000597264279001775
whimsical,whimsic,,noref,5,0.00040943334425155587,
whose,whose,-0.4701902569168965,raw,4,0.00032754667540124465,0.000524172496606453
wide,wide,1.1432396767867414,raw,10,0.0008188666885031117,0.00026104207998329333
widely,wide,1.5094840717416245,raw,6,0.000491320013101867,0.00010859350527305001
wider,wider,1.9343672657068904,raw,3,0.0002456600065509335,3.550172287772789e-05
widespread,widespread,1.6540653005527322,raw,4,0.00032754667540124465,6.265009919599039e-05
wilderness,wilder,2.8805109607307267,raw,5,0.00040943334425155587,2.297170303852981e-05
will,will,-2.4380545666472573,raw,5,0.00040943334425155587,0.004688315756499948
win,win,1.4533946050905808,raw,6,0.000491320013101867,0.00011485851519264906
winner,winner,2.6881390680832706,raw,3,0.0002456600065509335,1.6706693118930773e-05
winning,win,1.3335934052779603,raw,3,0.0002456600065509335,6.473843583585675e-05
winter,winter,1.6480229860967697,raw,11,0.0009007533573534229,0.00017333194110890674
within,within,0.618859276662934,raw,17,0.0013920733704552899,0.0007497128537120184
without,without,-0.6197773235756595,raw,8,0.0006550933508024893,0.00121750026104208
women,women,0.5931933398674694,raw,9,0.0007369800196528005,0.0004072256447739376
word,word,0.1352817563867625,raw,8,0.0006550933508024893,0.0005722042393233789
words,word,-0.3347218728589728,raw,5,0.00040943334425155587,0.0005722042393233789
work,work,0.36522627558355447,raw,28,0.0022928267278087126,0.001591312519578156
works,work,2.20263125230157,raw,30,0.002456600065509335,0.00027148376318262505
world,world,1.3314734129639247,raw,76,0.006223386832623649,0.0016435209355748148
worlds,world,3.8024997137195196,raw,8,0.0006550933508024893,1.4618356479064425e-05
worldwide,worldwid,,noref,5,0.00040943334425155587,
writer,writer,0.47712116861471526,raw,3,0.0002456600065509335,0.0001524485747102433
writers,writer,0.47712116861471526,raw,3,0.0002456600065509335,0.0001524485747102433
writing,write,0.005406674965350417,raw,3,0.0002456600065509335,0.0002443353868643625
written,written,1.4652290627375837,raw,17,0.0013920733704552899,0.00032160384253941736
wrote,wrote,-0.1432343490509383,raw,4,0.00032754667540124465,0.0003779889318158087
year,year,-0.5176515172362746,raw,10,0.0008188666885031117,0.001374125509032056
years,year,-0.884908570505544,raw,10,0.0008188666885031117,0.001983919807873029
yet,yet,-1.2702903101590313,raw,3,0.0002456600065509335,0.0008750130521039992
york,york,0.15576588105634653,raw,9,0.0007369800196528005,0.0006306776652396367
young,young,-0.49251554396473246,raw,6,0.000491320013101867,0.0008040096063485434
youth,youth,1.4594736511669633,raw,9,0.0007369800196528005,0.0001712436044690404
yuezhi,yuezhi,,noref,3,0.0002456600065509335,
zealand,zealand,5.055262682214887,raw,12,0.000982640026203734,6.26500991959904e-06
zhang,zhang,,noref,4,0.00032754667540124465,
zombie,zombi,,noref,3,0.0002456600065509335,
